QGC WPL 110
0	1	0	16	0.000000	0.000000	0.000000	0.000000	400728420	-1052305750	0.000000	1
1	0	3	22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	1
2	0	3	16	5.000000	0.000000	0.000000	0.000000	400756760	-1052322850	20.000000	1
3	0	3	203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
4	0	3	16	1.000000	0.000000	0.000000	0.000000	400725140	-1052315440	20.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	400725140	-1052315440	3.000000	1
6	0	3	178	1.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	400725440	-1052313540	3.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	400726090	-1052312850	5.000000	1
9	0	3	21	0.000000	0.000000	0.000000	0.000000	400728450	-1052305760	0.000000	1
