QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	400713770	-1052297900	1583.699951	1
1	0	3	178	0.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
2	1	3	16	0.000000	0.000000	0.000000	0.000000	400712890	-1052300570	11085.900391	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	400711860	-1052300640	9502.200195	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	400710830	-1052300260	11085.900391	1
5	0	3	178	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	400710110	-1052300030	11085.900391	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	400709990	-1052299190	11085.900391	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	400709000	-1052299500	11085.900391	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	400708430	-1052298580	11085.889648	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	400708010	-1052298200	11085.849609	1
11	0	3	178	0.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	400707210	-1052297360	11085.900391	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	400708270	-1052295300	11086.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	400709040	-1052293620	11085.929688	1
15	0	3	16	0.000000	0.000000	0.000000	0.000000	400709950	-1052291180	12669.580078	1
16	0	3	16	0.000000	0.000000	0.000000	0.000000	400711330	-1052292330	11085.900391	1
17	0	3	16	0.000000	0.000000	0.000000	0.000000	400712550	-1052293550	11085.900391	1
18	0	3	16	0.000000	0.000000	0.000000	0.000000	400714040	-1052294850	9502.200195	1
19	0	3	16	0.000000	0.000000	0.000000	0.000000	400713690	-1052298280	9502.200195	1
