QGC WPL 110
0	1	0	16	0.000000	0.000000	0.000000	0.000000	-353628810	1491652220	582.000000	1
1	0	3	22	0.000000	0.000000	0.000000	0.000000	-353628810	1491652220	20.000000	1
2	0	3	16	0.000000	3.000000	0.000000	0.000000	-353646520	1491635010	0.000000	1
3	0	3	115	640.000000	20.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1
4	0	3	19	5.000000	0.000000	0.000000	1.000000	0.000000	0.000000	20.000000	1
5	0	3	16	0.000000	3.000000	0.000000	0.000000	-353653610	1491635010	0.000000	1
6	0	3	16	1.000000	0.000000	0.000000	0.000000	-353653610	1491639950	40.000000	1
7	0	3	16	0.000000	3.000000	0.000000	0.000000	-353653610	1491645630	20.000000	1
8	0	3	114	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
9	0	3	113	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	1
10	0	3	16	0.000000	3.000000	0.000000	0.000000	-353646520	1491645310	20.000000	1
11	0	3	16	0.000000	3.000000	0.000000	0.000000	-353646520	1491639950	20.000000	1
12	0	3	177	10.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
13	0	3	16	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
14	0	3	20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.000000	1
